Thu Nov 02 2023 17:55:28 GMT+0000 (Coordinated Universal Time) - Run Time: 2617ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 2, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        6159        1284         97
        6228        5010         22
        7032        7037         18
        7037        7019         40
        7037        7104         18
        7060        7084         52
        7073        7126         32
        7113        1175         12
        7126        6055         23
        7134        7145         13
        7136        5032         25
        7137        7083         43
        7157        3100          8
        7157       16485          7
        7162        7087         43
        7162        7137         14
        7167        7098         13
        8107        8124         10
        8131        8141         21
        8131        8354         10
        8145        5081         19
        8150        8285         14
        8150       17819         21
        8151        8140         18
        8151        8289         13
        8152        8289         34
        8154        6012         24
        8201        3037         31
        8220        8383         30
        8230        5137         18
        8232        6222         37
        8232        8292         36
        8252        8221         25
        8253        8285         66
        8255        8404         29
        8257        4275          9
        8267        8312         35
        8268        8264         17
        8273        8383         45
        8284        8579         24
        8305        8324         43
        8312        8231         15
        8326        4225         12
        8358        1013         32
        8364        5171         18
        8364        8291         16
        8402        8266         29
        8427        8413         20
        8513        8383         27
        8520        4164         20
        8530        8576         13
        8565        4164         27
        8576        8262         18
        8586        8545          9
        8594        8262         27
        8596        1100         16
        8596        8556         21
        8601        1251         19
        8702        1256         15
        8702        4189         14
        8711        8705        138
        8801        1469         37
        8811        1611         21
        8813        8806         14
        8815        3409         18
        8815        4366         13
        8820        8814         18
        8821        8813         42
        8826        1332         15
        8827        3232         13
        8828        3049         24
        8828        8806         55
        8834        8907         22
        8835        8801         19
        8837        8842         33
        8839        4169         23
        8839        8806         13
        8845        8825         23
        8860        3437         27
        8862        8865          8
        8887        4162         18
        8890        8850          7
        8895        8875          6
        8895        8893         10
        8897       17526         13
        8898        8895         56
        8900        8894         17
        8901        8861         18
        8905       17584         20
        8911        8907         16
        8918        8908         12
        9008        2091         43
        9008        5052         36
        9010        2091         38
        9010        3164         80
        9010        9013         21
        9013        2198         39
        9013        9013         39
        9016        2291         31
        9107        3381         33
        9135        1053         11

TABLE    : start_time (535)

   ggh4_orig   ggh4_dest      total
        1462        1524         20
        1535        3142         17
        1606        1597         65
        1621        1597         14
        2182        1383          8
        2289        1233          9
        3341        1111         14
        4015        4109         25
        4017        4033         21
        5195        4127         18
        6224        7157         24
        7037        7140         18
        7139        7073         16
        7139        7100         16
        7145        5032         20
        8152        8156          9
        8331        8415         11
        8336        8260         11

TABLE    : start_time (540)

   ggh4_orig   ggh4_dest      total
        1420        1477         41
        1487        3024         31
        1510        3088         30
        1521        3208          9
        1574        1221          9
        1589        3114         16
        2014        2055         25
        2117        2001          8
        2177        2181         49
        2228        4182         30
        2235        4182         58
        3066        1516         30
        3392        3374         18
        3466        3432         22
        4003        4001         23
        4009        1276         26
        4044        4047         11
        4075        3079         18
        4117        4111         25
        4119        4172         32
        4266        4207         36
        4376        1035          8
        5006        1466         14
        5188        1420         21
        6065        1346         72
        6106        6199         24
        6165        6083         25
        6204        1014         98
        8152        8105         12
        8292        8289         16
        8368        8266         10
        8513        4164         27
        8525        5132         78
        8525        5157         21
        8801        8801         21
        8809        1221         36
        8821        8806         42
        8858        1047         22
        8919        8908         31
        9142        9122         16

TABLE    : start_time (545)

   ggh4_orig   ggh4_dest      total
        1030        1100         29
        1030        1104         28
        1131        1124         24
        1190        3095          5
        1204        4067         11
        1210        1149         40
        1219        1608         13
        1247        3102         14
        1282        3204         10
        1323        3092          9
        1399        3062          6
        1423        3046         26
        1436        1115         15
        1521        1503         12
        1525        1362         13
        1541        1567         25
        1552        4108         35
        1556        1538         13
        1619        3383         22
        2003        1133         31
        2008        1110         11
        2009        2007         11
        2010        1341          9
        2010        1365         13
        2013        2053         28
        2021        1110         15
        2023        1516         26
        2041        1491         11
        2050        3165         32
        2055        1586         37
        2121        1109          7
        2131        1341         11
        2131        1542         29
        2138        2003         58
        2149        1540         19
        2150        2061         26
        2157        2091         28
        2175        2003         14
        2212        2217         16
        2235        2266         22
        2289        2293          9
        3034        1486         16
        3082        1524         12
        3097        5121         29
        3173        1124         28
        3180        8156         25
        3196        2003         11
        3197        3064         51
        3212        1186         22
        3247        1124         19
        3277        2091         18
        3288        1111         19
        3364        3297         27
        3445        3419         13
        3470        3389         15
        3470        4224         35
        4011        1293         22
        4020        5157         27
        4030        1135         19
        4044        1544          7
        4045        3086         13
        4046        2169         19
        4060        8116          6
        4105        4129          8
        4135        4076         26
        4186        1416          4
        4196        4116          6
        4214        1441         36
        4235        5074         21
        4244        3100         44
        4245        4005         20
        4251        4291         15
        4260        1005         12
        4272        1443         50
        4273        4172         48
        4278        1010         13
        4278        3309         41
        4293        4172         15
        4311        3024          8
