Fri Nov 03 2023 17:59:04 GMT+0000 (Coordinated Universal Time) - Run Time: 2900ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 4, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
TABLE    : start_time (530)

   ggh4_orig   ggh4_dest      total
        1009        4382         22
        1011        1313         22
        1015        1515          7
        1015        4002         17
        1015       17744         33
        1021        4182         25
        1021        5111         29
        1063        1009          9
        1072        3347         16
        1072        4252         16
        1075        2061         23
        1092        1044         59
        1129        1008         38
        1137        8526         16
        1146        5115         53
        1149        1155         30
        1176        3046         24
        1178        1381         19
        1185        4387         11
        1188        1324         35
        1195        1135         17
        1198        4062          7
        1210        1286         12
        1212        1124          7
        1216        3009         12
        1218        4219         30
        1239        8805         14
        1244        4207         42
        1255        3304         16
        1258        4308         32
        1259        1557         17
        1273        1020         12
        1273        1469         22
        1290        1324         21
        1291        1454         23
        1291        3393         16
        1292        4384         19
        1297        3239         29
        1299        1479         15
        1300        4361         12
        1302        3031         24
        1302        3120         33
        1308        2003         13
        1309        4378         10
        1321        1303          9
        1325        3092         30
        1328        1275         26
        1331        1283         27
        1338        4159         21
        1351        1100         15
        1352        1119         13
        1352        1493         23
        1352        4279          9
        1355        1081         53
        1366        3024         51
        1370        1339         17
        1372        1211         27
        1378        1356         11
        1381        3043         20
        1381        3329         14
        1387        4149          9
        1388        4297         12
        1389        1469         27
        1393        3194          8
        1399        1122          7
        1407        1357          9
        1411        1478         18
        1413        4279         17
        1417        1311          6
        1417        1497         36
        1423        1353         17
        1423        3106         30
        1427        5060         30
        1428        1362         16
        1429        3085         37
        1436        1010         39
        1441        1347         14
        1446        1390         36
        1455        3064         32
        1466        3074         19
        1483        1349         19
        1483        1411         12
        1483        3421          6
        1508        1612         34
        1511        4077         25
        1514        3153         15
        1530        3103          7
        1537        1101         15
        1547        1544         12
        1566        1320         14
        1567        1469         34
        1571        1477         13
        1571        3260         13
        1572        1544         14
        1605        1612         18
        1605        4046          5
        1614       10507         10
        1615        1471         45
        1616        1469         25
        1620        3098         40
        1620        3142          7
        1625        2001         14
        1625        3114         29
        1628        1005         30
        1631        1375         17
        2004        8209         13
        2013        1284         30
        2013        2022         10
        2014        1516         10
        2015        4262         50
        2020        1080         46
        2020        1449         16
        2021        3204         13
        2037        2003          9
        2038        1608         15
        2042        1440          9
        2042        1588         17
        2050        2071         76
        2055        2028         26
        2060        1233         24
        2063        1321         14
        2063        3249         24
        2065        1515         15
        2080        1125         46
        2089        3062         53
        2094        1142         19
        2094        4001         43
        2095        1623          8
        2095        2291         35
        2097        4038         19
