Thu Nov 02 2023 15:04:44 GMT+0000 (Coordinated Universal Time) - Run Time: 2700ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 1, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
   ggh4_orig   ggh4_dest      total
        1006        1390         15
        1015        1199          7
        1021        4147         26
        1048        1319         13
        1048        3025         27
        1072        1149         12
        1149        1014         10
        1151        1321         13
        1159        3024         91
        1159        4158         28
        1188        1032         15
        1198        3186         23
        1201        4126         15
        1207        1364          8
        1211        1029         14
        1214        6212         14
        1219        1580         53
        1219        4238          7
        1246        5001         20
        1251        8887         28
        1276        4130         51
        1301        1295         11
        1309        1029         25
        1314        1057         11
        1314        1538         22
        1315        1541         37
        1321        1601         27
        1325        1490         14
        1325        3092         23
        1329        1061         15
        1341        1029         55
        1341        1520         27
        1355        1385         15
        1370        2132         12
        1371        3089          7
        1391        1618          8
        1399        1579         15
        1408        1510         26
        1415        1277         33
        1421        3009         33
        1423        3087          9
        1431        3282         34
        1447        1372         13
        1459        1465         64
        1483        1319         36
        1495        3086         30
        1501        2011          9
        1517        4366          7
        1544        2054         18
        1551        1125          5
        1555        1567         15
        1556        1609         14
        1559        1542         13
        1572        1013         27
        1572        4256         27
        1602        1014         18
        1604        1473         34
        1605        4136         13
        1615        1014         21
        2008        1622         13
        2019        2058         24
        2023        3068         10
        2029        2047          4
        2041        2061         45
        2078        3346         15
        2109        9111         11
        2117        2080         19
        2149        2007         39
        2150        1079         32
        2150        4225         34
        2157        1341         34
        2175        1515         31
        2177        1629         10
        2178        3264         18
        2198        1436         19
        2201        1119         26
        2223        1375         11
        2223        2141         11
        2292       17256         13
        2299        3098         29
        2301        2299         20
        2303        2296          9
        2306        3351         11
        2307        3364         21
        2312        1169         18
        3016        3195         26
        3034        1365          6
        3071        2003         10
        3097        3022         23
        3119        1125         39
        3126        5181         14
        3159        1490         54
        3165        1416         21
        3173        3114         11
        3181        4361         11
        3226        4208         11
        3231        1518         12
        3253        1363         15
        3273        3092         17
        3276        9122         52
        3317        3114         14
        3317        4182          8
        3329        3010         35
        3333        4317         15
        3360        3210          4
        3369        3394         23
        3384        1221         13
        3394        1622         12
        3398        3115         36
        3402        1518         21
        3403        1372         26
        3417        3373         12
        3441        2281         15
        3453        4136         20
        3462        1380         16
        3462        2011         18
        3473        1449         41
        3474        1411         13
        3475        3113         15
        3476        1477         25
        3485        3244         11
        3487        3364         17
        4002        1372         18
        4010        4172          5
        4010        8827         23
        4016        1514         37
        4016        3194         24
        4018        3046         27
        4023        5137         11
        4038        5157         26
        4040        7157         10
        4044        1291          7
        4053        4304         26
        4056        3156         22
        4064        4069         22
        4070        4275          6
        4075        4064         26
        4078        1095         13
        4080        4093         26
        4081        4111         21
        4089        1152         12
        4148        4380         12
        4148        5137          8
        4160        1167         17
        4163        4172          7
        4181        4127          4
        4186        3100          7
        4186        4311          5
        4188        4311         11
        4191        4006         11
        4196        3281         13
        4211        5007         58
        4221        4292          6
        4221        4364         20
        4226        1357         40
        4228        4159         22
        4228        4291         18
        4245        1483         10
        4246        4109         19
        4254       17613         12
        4255        5190         22
        4257        4154         13
        4266        4117         36
        4270        4256         12
        4270        4276         15
        4273        4297         54
        4274        6199         27
        4280        1511          9
        4280        4149          5
        4280        4207         11
        4285        4225         28
        4287        4297         35
        4298        4147         21
        4300        4189          7
        4307        4173         13
        4310        1091         33
        4310        4361         30
        4311        4288         17
        4312        1022         14
        4312        4200         22
        4313        4238         46
        4317        4238         14
        4326        2284         15
        4330        3070         17
        4341        1502         11
        4341        3018         15
        4348        1477         14
        4375        4378         25
        4377        3331          4
        4377        7114         21
        4379        3167         10
        5013        5032         17
        5039        1236         51
        5049        4156         19
        5074        4077         26
        5084        5027         19
        5101        1029         46
        5108        1104         31
        5113        4182         24
        5124        4057         31
        5124        4093          8
        5125        5125         13
        5143        1021         22
        5148        1223         12
        5151        5142         29
        5152        3152          8
        5183        1022         18
        5186        5187         20
        5188        1321         17
        5189        4154         41
        6004        6024         69
        6041        4100         41
        6058        6199         25
        6068        5034         28
        6071        1256         10
        6083        1010         27
        6084        6200         41
        6093        6087         12
        6095        4385         46
        6110        4136         54
        6118        8155         74
        6178        6177         22
        7003        7031         15
        7005        7007          8
        7021        7116          8
        7037        5012         50
        7037        6231         23
        7048        7037          4
        7051        5019         12
        7084        3037         18
        7133        7133         23
        7157        3138          7
        7157        4361         42
        7159        6184         48
        7159        7076         33
        7162       99998         39
        8104       17814         26
        8105        8156         12
        8107        5124         10
        8133        6135          8
        8148        8143         16
        8148        8145          5
        8151        8130          9
        8155        8156         12
        8156        8211         53
        8205        8230         17
        8209        8245         23
        8237        8239         26
        8245        5047         75
        8247        8285         19
        8247        8395         14
        8252        8260         20
        8271        8274         13
        8283        8284         15
        8308        8556         23
        8340        8405         17
        8350        8504          7
        8393        8262         44
        8402        8275         24
        8402        8404         14
        8405        8289         15
        8405        8605         24
        8421        8567         13
        8514        8292         22
        8529        4263         24
        8529       17913         34
        8576        8512         45
        8582        3039          9
        8596        8238         45
        8705        1355         17
        8708        4182         82
        8710        8806         16
        8805        1510         21
        8805        3429         15
        8809        4308         17
        8810        3186         10
        8815        8711         12
        8816        1477         13
        8816        4276         19
        8817        1433         25
        8827        8814         15
        8828        5137         19
        8828        8908         56
        8834        3047         24
        8834        4169         52
        8835        8827         27
        8835        8833          9
        8850        8809         58
        8851        1335         25
        8855        1108         15
        8855        8833         13
        8858        4100         22
        8858        8833          9
        8858        8919         26
        8861        8850         10
        8865        8835         15
        8873        3144         18
        8874        8840         31
        8880        6109         40
        8885        8856         21
        8885        8885         12
        8890        8821         37
        8895        8895         11
        8900        8906         14
        8908        3374         77
        9002        2036         29
        9012        9015          9
        9013        2091         15
        9013        9020         23
        9019        9011         37
        9101        2091          5
        9119        9107          9
        9119        9138         13
        9123        9122         14
        9128        9134         11
        9143        9122          8
        9145        9111         11

TABLE    : start_time (535)

   ggh4_orig   ggh4_dest      total
        1226        5165         10
        1243        1339         22
        1299        3198         15
        1453        4362         11
        1615        4004         40
        2258        2040         13
        3170        4304         32
        3195        4182         31
        3441        1580          9
        4007        4002         20
        4015        4158         16
        4060        3475         15
        4370        5198         14
        5075        5060         17
        5201        5198         31
        6132        6043         15
        6212        5008         31
        8144        6196         19
        8393        8383         24
        8828        8813         56
        9130        9107         14
        9133        9121         28

TABLE    : start_time (537)

   ggh4_orig   ggh4_dest      total
        1519        4051         14

TABLE    : start_time (540)

   ggh4_orig   ggh4_dest      total
        1045        1300          5
        1291        3309         23
        1401        5035         14
        1453        3027         25
        1508        2035         93
        1626        4154          9
        2055        2052         26
        2089        1516         28
        2115        1081         13
        2121        1124         32
        2302        1440         69
        3295        1416         10
        3302        1203         20
        3364        3088         14
        3394        4158         34
        4010        4118         36
        4010        5137          5
        4022        4038         10
        4030        3114         21
        4030        3176         40
        4066        4100         29
        4093        4058         26
        4181        1029          6
        4246        1557          7
        5041        5106         35
        6045        6099         50
        6150        6199         32
        6230        1524         33
        7079        6088         20
        7157        4383         57
        8222        8324         36
        8240       16485         75
        8296        8324         36
        8402        8207         13
        8413        8285         70
        8898        8893         44

TABLE    : start_time (545)

   ggh4_orig   ggh4_dest      total
        1013        1100         13
        1030        3100         14
        1046        1014         19
        1049        4234          7
        1085        3220          5
        1150        8863         11
        1219        1214          7
        1258        1072         15
        1271        3180         22
        1321        4369         17
        1352        4304         21
        1366        1466          8
        1366        3074         14
        1366        3094         14
        1382        4361         69
        1406        1516         15
        1418        1303         29
        1444        5060         21
        1453        2068         17
        1547        1473         20
        1592        5137         15
        2010        1424         21
        2018        3114         41
        2020        1569         14
        2026        1161         26
        2042        1177         51
        2085        1228         20
        2139        2198         41
        2149        2167         11
        2150        1324         20
        2157        1372         16
        2164        2061         28
        2175        3129         80
        2223        3420         17
        2296        3184         29
        2318        8532          7
        3034        4111         21
        3055        3036         35
        3082        4256          7
        3135        1129         15
        3179        3036         10
        3189        4099         15
        3212        3036         22
        3223        3171         30
        3254        1618          7
        3259        1473         27
        3285        1115         12
        3288        3064         10
        3293        3208         21
        3293        4294         22
        3361        1473          8
        3364        3351         21
        3448        3462         16
        3482        3408          8
        4009        3078         30
        4016        4139         90
        4024        3073         39
        4040        6199         18
        4040        8285         21
        4046        4017         19
        4055        4127         31
        4117        5130         25
        4148        4100         57
        4173        4378          4
        4210        4255         41
        4268        4227         15
        4272        4159         49
        4320        4382         20
        4341        4341         14
        4377        3013         10
        5004        4149         19
        5023        4208         20
        5045        5048         16
        5046        1117         13
        5052        6036         31
        5054        6212         31
        5065        4182         23
        5074        1077         11
        5076        5093         35
        5108        1110         71
        5143        1262         13
        5182        8539         21
        6005        7072         54
        6096        6135         50
        6098        6137         57
        6144        6119        123
        7008        7126        120
        7009        7016         13
        7024        7141         28
        7060        7018         16
        7061        1411         21
        7113        7126         33
        7135        7142         16
        7139        6083         16
        8105        1289          9
        8105       16454          8
        8210        8231         14
        8211        8505         19
        8265        8285         29
        8290        8268         36
        8290        8370         48
        8338        8338         32
        8361        8266         21
        8399        8285         17
        8506        8501          7
        8587        4379         15
        8594        8525         45
        8597        8352         19
        8701        4158          7
